City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
rock sound,0,AO,1612471888,71,-15.1961,12.1522,72.99,9.82
rock sound,90,CA,1612471888,78,53.8335,-113.4187,9.0,9.22
rock sound,0,CL,1612471626,17,-22.4667,-68.9333,78.8,27.63
rock sound,77,KZ,1612471888,86,44.1667,66.75,35.29,9.08
rock sound,100,RU,1612471889,85,62.5353,113.9611,-27.74,4.05
rock sound,0,CO,1612471676,66,10.9878,-74.9547,86.0,12.66
rock sound,35,NA,1612471889,31,-23.3167,17.0833,78.39,16.37
rock sound,23,ID,1612471821,80,5.5577,95.3222,77.14,11.43
rock sound,78,BR,1612471889,56,-1.7656,-55.8661,90.05,3.2
rock sound,41,MG,1612471889,90,-23.35,47.6,77.22,6.33
rock sound,0,PE,1612471889,78,-13.7,-76.2167,77.0,9.22
rock sound,75,DO,1612471890,83,19.2056,-69.3369,77.0,4.61
rock sound,21,GL,1612471883,86,68.3065,-53.4641,-1.08,17.76
rock sound,90,CL,1612471890,88,-36.7167,-73.1167,60.8,16.11
rock sound,100,CD,1612471890,91,-5.25,14.8667,71.6,1.07
rock sound,75,SE,1612471890,93,63.2909,18.7153,19.4,8.05
rock sound,0,NA,1612471706,59,-26.6481,15.1594,69.67,22.7
rock sound,40,KI,1612471891,78,1.3292,172.9752,80.6,10.36
rock sound,48,AU,1612471891,77,-34.7333,135.8667,59.43,30.53
rock sound,100,US,1612471617,80,47.766,-116.7866,37.0,3.0
rock sound,80,ML,1612471891,15,18.9048,-3.5265,74.53,6.15
rock sound,47,CL,1612471891,27,-28.5708,-70.7581,84.97,8.25
rock sound,64,NG,1612471891,14,7.7411,8.5121,83.43,2.86
rock sound,13,SO,1612471891,68,11.2842,49.1816,72.46,3.53
rock sound,1,US,1612471891,24,33.194,-82.5271,55.4,6.91
rock sound,100,RU,1612471891,88,59.3833,143.3,1.02,11.3
rock sound,100,MV,1612471891,73,6.6221,73.07,81.34,5.97
rock sound,71,BR,1612471869,47,-4.2761,-55.9836,92.55,3.09
rock sound,100,IS,1612471891,80,64.2539,-15.2082,35.74,13.62
rock sound,4,SL,1612471891,80,8.484,-13.2299,77.65,8.14
rock sound,84,RU,1612471892,94,56.8306,86.6258,2.8,8.16
rock sound,100,RU,1612471892,85,52.6333,126.75,-19.25,1.99
rock sound,96,LK,1612471892,84,5.9485,80.5353,73.58,6.53
rock sound,67,ES,1612471892,81,37.4725,-4.4421,55.0,5.75
rock sound,1,US,1612471892,68,45.0205,-93.218,21.2,16.11
rock sound,54,TH,1612471892,90,12.4816,102.0738,72.0,3.44
rock sound,18,AU,1612471892,99,-31.4333,152.9167,69.01,1.01
rock sound,3,JP,1612471892,55,33.2833,134.15,46.51,5.93
rock sound,20,JP,1612471892,58,26.1842,127.7558,59.0,3.44
rock sound,40,CV,1612471892,64,16.8901,-24.9804,71.6,26.46
rock sound,21,CN,1612471893,63,40.2833,97.2,28.65,15.52
rock sound,99,IT,1612471893,92,45.4612,8.0137,46.99,1.5
rock sound,100,PT,1612471893,93,42.0304,-8.1588,44.01,5.01
rock sound,0,CL,1612471594,23,-45.5752,-72.0662,87.8,8.05
rock sound,100,CA,1612471893,96,51.226,-58.6502,34.77,4.85
rock sound,75,DK,1612471893,74,57.2215,9.6757,24.8,9.22
rock sound,1,BR,1612471893,75,-17.7125,-39.2481,79.38,8.59
rock sound,0,AR,1612471893,26,-45.8667,-67.5,84.2,14.97
rock sound,98,UY,1612471893,72,-34.4833,-54.3333,67.66,17.81
rock sound,0,NO,1612471893,86,66.0217,12.6316,21.2,3.44
rock sound,64,JM,1612471893,73,17.8868,-77.5902,77.86,8.3
rock sound,40,LR,1612471893,94,6.3005,-10.7969,78.8,8.66
rock sound,99,MG,1612471893,88,-16.1667,49.7667,76.66,1.25
rock sound,100,RU,1612471894,96,56.8602,68.6375,14.32,10.04
rock sound,100,ID,1612471894,79,0.8,127.4,79.86,4.18
rock sound,0,IT,1612471894,93,41.1177,16.8512,48.0,5.75
rock sound,65,BR,1612471894,55,-7.2586,-64.7981,91.15,1.86
rock sound,75,SE,1612471894,92,60.0,17.75,16.0,9.22
rock sound,0,AR,1612471894,9,-43.249,-65.3051,102.18,12.15
rock sound,40,TZ,1612471894,83,-6.4333,39.55,80.6,11.5
rock sound,0,UA,1612471894,76,46.0725,30.4654,44.6,22.37
rock sound,100,CA,1612471618,100,48.6499,-53.1147,43.0,1.79
rock sound,90,CA,1612471630,85,66.1451,-65.7125,3.2,8.05
rock sound,82,AU,1612471894,87,-25.2986,152.8535,72.0,3.0
rock sound,89,GW,1612471895,66,11.2833,-15.8333,77.45,16.31
rock sound,40,RU,1612471895,78,64.2956,41.9211,6.8,13.42
rock sound,1,VN,1612471895,88,20.8133,105.3383,62.6,3.44
rock sound,40,FO,1612471895,51,62.2266,-6.589,35.6,18.41
rock sound,40,CO,1612471895,61,6.8432,-72.694,80.6,8.05
rock sound,20,CA,1612471895,64,48.6501,-72.4491,30.2,3.44
rock sound,0,EG,1612471660,44,24.0934,32.907,60.96,10.11
rock sound,100,CN,1612471895,60,34.1805,117.1571,43.3,4.88
rock sound,72,MR,1612471895,18,20.5022,-10.0711,73.63,6.58
rock sound,40,NO,1612471895,59,70.8578,29.0864,30.2,27.63
rock sound,1,IN,1612471778,81,11.6667,92.75,77.76,6.38
rock sound,0,AR,1612471726,20,-38.7196,-62.2724,86.31,12.95
rock sound,96,CD,1612471896,92,-3.6,26.6667,70.39,1.23
rock sound,43,RU,1612471896,82,52.4201,136.4853,-29.85,4.12
rock sound,0,FR,1612471896,93,49.6261,-1.6435,48.99,9.22
rock sound,90,US,1612471896,52,39.2048,-84.428,37.99,4.61
rock sound,0,ZA,1612471896,94,-29.038,24.6028,68.0,5.75
rock sound,100,ID,1612471896,98,-3.45,104.25,71.74,3.78
rock sound,98,GN,1612471896,48,8.4386,-10.3253,79.48,3.87
rock sound,2,CN,1612471896,74,39.2342,106.3439,27.66,23.53
rock sound,90,GF,1612471728,83,4.9333,-52.3333,80.6,8.05
rock sound,0,RU,1612471897,49,45.4878,42.1358,48.2,8.95
rock sound,75,SN,1612471846,94,14.6937,-17.4441,66.2,16.11
rock sound,99,CA,1612471897,69,48.5501,-71.3324,30.99,12.66
rock sound,90,AU,1612471898,100,-12.497,131.047,71.6,4.61
rock sound,0,NZ,1612471898,66,-41.516,173.9528,62.01,4.12
rock sound,75,CA,1612471816,52,46.5168,-84.3333,37.4,14.97
rock sound,40,US,1612471738,42,44.0582,-121.3153,44.6,9.22
rock sound,4,AU,1612471898,78,-23.85,151.25,73.4,4.61
rock sound,40,GL,1612471898,56,64.1835,-51.7216,10.4,23.02
rock sound,99,FR,1612471724,90,48.8145,3.085,48.0,1.01
rock sound,0,NE,1612471898,21,18.7369,7.3853,70.14,9.86
rock sound,100,IQ,1612471898,59,36.1926,44.0106,54.64,17.22
rock sound,0,AF,1612471898,57,30.4362,61.8383,45.09,1.23
rock sound,18,NG,1612471898,32,5.9567,6.849,82.69,7.38
rock sound,100,RU,1612471898,95,54.4299,31.8996,14.67,14.97
rock sound,10,TH,1612471899,57,16.984,98.5166,68.11,0.54
rock sound,100,BW,1612471899,86,-20.4667,22.7167,72.5,4.65
rock sound,0,IT,1612471899,87,40.7342,13.9471,55.0,3.44
rock sound,32,NZ,1612471656,69,-45.8742,170.5036,54.0,21.99
rock sound,75,EC,1612471899,54,-4.0692,-78.9567,80.6,10.36
rock sound,1,US,1612471899,54,26.1906,-97.6961,84.0,27.63
rock sound,13,CL,1612471726,66,-35.3333,-72.4167,69.21,5.66
rock sound,1,MX,1612471899,69,20.7,-105.2,75.2,10.36
rock sound,48,RU,1612471899,87,46.4856,135.8833,-22.67,5.55
rock sound,100,RU,1612471899,100,51.0333,59.8742,33.35,11.79
rock sound,90,US,1612471899,93,41.5284,-87.4237,34.0,19.57
rock sound,83,BR,1612471900,87,-6.4006,-48.555,81.0,0.85
rock sound,1,US,1612471875,36,41.2412,-77.0011,43.0,5.75
rock sound,40,MX,1612471900,24,25.6,-109.05,82.99,13.8
rock sound,16,CN,1612471900,89,49.6,117.4333,10.67,18.48
rock sound,40,EG,1612471900,77,31.3525,27.2453,60.8,11.5
rock sound,100,RU,1612471900,88,51.7102,143.2326,-11.81,13.87
rock sound,100,MV,1612471900,78,3.7833,72.9667,80.76,14.43
rock sound,98,PT,1612471900,91,40.3145,-7.4576,44.01,4.52
rock sound,40,MX,1612471900,57,20.5083,-86.9458,77.0,10.36
rock sound,25,BW,1612471900,74,-22.2687,28.7495,78.94,3.04
rock sound,0,NP,1612471900,60,26.9167,87.9167,51.66,4.83
rock sound,0,CN,1612471901,93,43.5008,124.8198,14.52,10.47
rock sound,0,US,1612471901,36,28.3267,-82.6834,64.99,8.84
rock sound,99,ID,1612471901,86,-6.8844,112.2051,78.28,12.33
rock sound,95,TM,1612471901,44,39.5108,54.3671,52.39,3.6
rock sound,64,AU,1612471901,90,-34.5833,150.8552,70.0,1.01
rock sound,74,RU,1612471901,93,59.0556,80.8572,-3.28,7.31
rock sound,4,RU,1612471901,86,67.4667,78.7,-24.86,7.43
rock sound,100,KZ,1612471901,94,47.9714,80.4392,17.64,7.38
rock sound,90,CA,1612471901,93,48.7834,-87.1,32.0,13.8
rock sound,95,RU,1612471901,79,56.9064,118.2631,-15.43,1.34
rock sound,75,US,1612471902,27,32.296,-81.2354,60.8,6.91
rock sound,0,PK,1612471902,59,34.3333,73.2,43.34,3.74
rock sound,0,ET,1612471902,28,8.8167,40.5167,58.77,1.63
rock sound,77,NZ,1612471902,72,-45.4167,167.7167,59.16,0.83
rock sound,100,KZ,1612471902,93,48.8264,58.1442,33.57,6.44
rock sound,89,NA,1612471658,65,-17.9333,19.7667,71.76,2.86
rock sound,1,MX,1612471902,17,32.2869,-115.105,73.0,8.05
rock sound,100,IT,1612471902,99,43.6965,11.8135,55.0,8.01
rock sound,2,SD,1612471608,32,14.2,24.6667,58.64,13.89
rock sound,40,BR,1612471902,86,-28.0611,-50.9383,66.99,6.24
rock sound,100,NI,1612471903,81,12.1694,-83.0418,78.12,20.38
rock sound,40,GQ,1612471903,94,1.8639,9.7658,82.4,4.43
rock sound,0,RU,1612471903,81,44.1653,133.8633,-13.76,4.25
rock sound,75,BR,1612471903,58,-15.4606,-55.7497,89.6,13.8
rock sound,40,VE,1612471903,74,10.1165,-66.7761,84.2,4.85
rock sound,79,AU,1612471785,1,-38.3333,143.5833,66.0,8.01
rock sound,0,AO,1612471903,90,-9.6608,20.3916,65.8,0.51
rock sound,75,GT,1612471630,74,14.3,-91.9167,82.4,9.22
rock sound,20,CA,1612471903,64,58.5169,-117.136,-14.8,10.36
rock sound,0,IN,1612471903,56,25.5198,90.2201,60.75,3.6
rock sound,20,US,1612471903,52,34.0961,-118.1058,64.99,6.91
rock sound,0,KE,1612471904,66,-0.4536,39.6401,78.37,14.67
rock sound,75,NL,1612471904,100,52.9599,4.7593,37.99,12.66
rock sound,100,ID,1612471904,91,1.1667,108.9667,76.12,7.43
rock sound,100,MV,1612471904,73,2.6708,72.8944,82.0,15.97
rock sound,85,BR,1612471904,78,-13.275,-50.1628,83.05,2.33
rock sound,99,RU,1612471904,85,65.5833,-171.0,-10.3,18.97
rock sound,20,BR,1612471904,69,-9.6658,-35.7353,82.4,14.97
rock sound,94,BR,1612471904,53,-9.0744,-44.3586,84.49,2.98
rock sound,99,ZM,1612471904,85,-14.97,22.6814,69.75,1.57
rock sound,5,BS,1612471904,54,24.9,-76.2,67.77,6.91
